TagNo,LabNo,SPP,Sex,Weight,Condition,Analysis_Date,Analysis_Time,Sample_Type,Analyte,Result,Detect,Result_Qualifier,Result_Unit,LOQ,Reporting_Limit,SDG,Remarks,CAS_Number,Location,Length,Sample_Date,Sample_ID,Prep
NA,L40006-70,NA,NA,NA,NA,20231201,2024,Sample,Heptachlor,NA,N,U,ng/g,0.451,0.127,WG87327,NA,76-44-8,NA,NA,25-Nov-21,999-1,NA
NA,L40006-70,NA,NA,NA,NA,20231201,2024,Sample,Aldrin,NA,N,U,ng/g,1.17,0.106,WG87327,NA,309-00-2,NA,NA,25-Nov-21,999-1,NA
NA,L40006-70,NA,NA,NA,NA,20231201,2024,Sample,"Chlordane, gamma (trans)",0.183,Y,K J,ng/g,0.904,0.0807,WG87327,NA,5103-74-2,NA,NA,25-Nov-21,999-1,NA
NA,L40006-70,NA,NA,NA,NA,20231201,2024,Sample,"Chlordane, alpha (cis)",0.772,Y,J,ng/g,0.906,0.0866,WG87327,NA,5103-71-9,NA,NA,25-Nov-21,999-1,NA
NA,L40006-70,NA,NA,NA,NA,20231201,2024,Sample,"Chlordane, oxy-",5.03,Y,NA,ng/g,0.915,0.165,WG87327,NA,27304-13-8,NA,NA,25-Nov-21,999-1,NA
NA,L40006-70,NA,NA,NA,NA,20231201,2024,Sample,"Nonachlor, trans-",4.21,Y,NA,ng/g,0.905,0.0375,WG87327,NA,39765-80-5,NA,NA,25-Nov-21,999-1,NA
NA,L40006-70,NA,NA,NA,NA,20231201,2024,Sample,"Nonachlor, cis-",0.616,Y,J,ng/g,0.903,0.0388,WG87327,NA,5103-73-1,NA,NA,25-Nov-21,999-1,NA
NA,L40006-70,NA,NA,NA,NA,20231201,2024,Sample,Mirex,NA,N,U,ng/g,0.457,0.0928,WG87327,NA,2385-85-5,NA,NA,25-Nov-21,999-1,NA
NA,L40006-70,NA,NA,NA,NA,20231201,2024,Sample,"2,4'-DDE",NA,N,U,ng/g,0.456,0.0234,WG87327,NA,3424-82-6,NA,NA,25-Nov-21,999-1,NA
NA,L40006-70,NA,NA,NA,NA,20231201,2024,Sample,"4,4'-DDE",13,Y,NA,ng/g,0.554,0.0315,WG87327,NA,72-55-9,NA,NA,25-Nov-21,999-1,NA
NA,L40006-70,NA,NA,NA,NA,20231201,2024,Sample,"2,4'-DDD",NA,N,U,ng/g,0.45,0.0382,WG87327,NA,53-19-0,NA,NA,25-Nov-21,999-1,NA
NA,L40006-70,NA,NA,NA,NA,20231201,2024,Sample,"4,4'-DDD",0.069,Y,J,ng/g,0.548,0.039,WG87327,NA,72-54-8,NA,NA,25-Nov-21,999-1,NA
NA,L40006-70,NA,NA,NA,NA,20231201,2024,Sample,"2,4'-DDT",NA,N,U,ng/g,0.455,0.04,WG87327,NA,789-02-6,NA,NA,25-Nov-21,999-1,NA
NA,L40006-70,NA,NA,NA,NA,20231201,2024,Sample,"4,4'-DDT",NA,N,U,ng/g,0.456,0.0448,WG87327,NA,50-29-3,NA,NA,25-Nov-21,999-1,NA
NA,L40006-70,NA,NA,NA,NA,20231120,800,Sample,% Moisture,62.1,Y,NA,%,NA,NA,WG87327,NA,NA,NA,NA,25-Nov-21,999-1,NA
NA,L40006-70,NA,NA,NA,NA,20231120,800,Sample,% Lipid,15.3,Y,NA,%,NA,NA,WG87327,NA,NA,NA,NA,25-Nov-21,999-1,NA
NA,L40006-72,NA,NA,NA,NA,20231201,2213,Sample,Hexachlorobenzene,1.32,Y,NA,ng/g,0.454,0.0844,WG87327,NA,118-74-1,NA,NA,17-Nov-21,CTABD01,NA
NA,L40006-72,NA,NA,NA,NA,20231201,2213,Sample,"HCH, alpha",NA,N,U,ng/g,0.908,0.15,WG87327,NA,319-84-6,NA,NA,17-Nov-21,CTABD01,NA
NA,L40006-72,NA,NA,NA,NA,20231201,2213,Sample,"HCH, beta",NA,N,U,ng/g,0.907,0.279,WG87327,NA,319-85-7,NA,NA,17-Nov-21,CTABD01,NA
NA,L40006-72,NA,NA,NA,NA,20231201,2213,Sample,"HCH, gamma",0.208,Y,K J,ng/g,0.907,0.128,WG87327,NA,58-89-9,NA,NA,17-Nov-21,CTABD01,NA
NA,L40006-72,NA,NA,NA,NA,20231201,2213,Sample,Heptachlor,NA,N,U,ng/g,0.453,0.139,WG87327,NA,76-44-8,NA,NA,17-Nov-21,CTABD01,NA
NA,L40006-72,NA,NA,NA,NA,20231201,2213,Sample,Aldrin,NA,N,U,ng/g,1.18,0.115,WG87327,NA,309-00-2,NA,NA,17-Nov-21,CTABD01,NA
NA,L40006-72,NA,NA,NA,NA,20231201,2213,Sample,"Chlordane, gamma (trans)",NA,N,U,ng/g,0.908,0.0923,WG87327,NA,5103-74-2,NA,NA,17-Nov-21,CTABD01,NA
NA,L40006-72,NA,NA,NA,NA,20231201,2213,Sample,"Chlordane, alpha (cis)",NA,N,U,ng/g,0.911,0.0991,WG87327,NA,5103-71-9,NA,NA,17-Nov-21,CTABD01,NA
NA,L40006-72,NA,NA,NA,NA,20231201,2213,Sample,"Chlordane, oxy-",NA,N,U,ng/g,0.919,0.763,WG87327,NA,27304-13-8,NA,NA,17-Nov-21,CTABD01,NA
NA,L40006-72,NA,NA,NA,NA,20231201,2213,Sample,"Nonachlor, trans-",0.092,Y,J,ng/g,0.909,0.0257,WG87327,NA,39765-80-5,NA,NA,17-Nov-21,CTABD01,NA
NA,L40006-72,NA,NA,NA,NA,20231201,2213,Sample,"Nonachlor, cis-",NA,N,U,ng/g,0.907,0.0266,WG87327,NA,5103-73-1,NA,NA,17-Nov-21,CTABD01,NA
NA,L40006-72,NA,NA,NA,NA,20231201,2213,Sample,Mirex,0.229,Y,J,ng/g,0.459,0.0788,WG87327,NA,2385-85-5,NA,NA,17-Nov-21,CTABD01,NA
NA,L40006-72,NA,NA,NA,NA,20231201,2213,Sample,"2,4'-DDE",NA,N,U,ng/g,0.459,0.0333,WG87327,NA,3424-82-6,NA,NA,17-Nov-21,CTABD01,NA
NA,L40006-72,NA,NA,NA,NA,20231201,2213,Sample,"4,4'-DDE",7.74,Y,NA,ng/g,0.556,0.0449,WG87327,NA,72-55-9,NA,NA,17-Nov-21,CTABD01,NA
NA,L40006-72,NA,NA,NA,NA,20231201,2213,Sample,"2,4'-DDD",NA,N,U,ng/g,0.452,0.0305,WG87327,NA,53-19-0,NA,NA,17-Nov-21,CTABD01,NA
NA,L40006-72,NA,NA,NA,NA,20231201,2213,Sample,"4,4'-DDD",0.057,Y,J,ng/g,0.55,0.0509,WG87327,NA,72-54-8,NA,NA,17-Nov-21,CTABD01,NA
NA,L40006-72,NA,NA,NA,NA,20231201,2213,Sample,"2,4'-DDT",NA,N,U,ng/g,0.458,0.0522,WG87327,NA,789-02-6,NA,NA,17-Nov-21,CTABD01,NA
NA,L40006-72,NA,NA,NA,NA,20231201,2213,Sample,"4,4'-DDT",NA,N,U,ng/g,0.459,0.0585,WG87327,NA,50-29-3,NA,NA,17-Nov-21,CTABD01,NA
NA,L40006-72,NA,NA,NA,NA,20231120,800,Sample,% Moisture,67.8,Y,NA,%,NA,NA,WG87327,NA,NA,NA,NA,17-Nov-21,CTABD01,NA
NA,L40006-72,NA,NA,NA,NA,20231120,800,Sample,% Lipid,9.04,Y,NA,%,NA,NA,WG87327,NA,NA,NA,NA,17-Nov-21,CTABD01,NA
NA,L40006-73,NA,NA,NA,NA,20231201,2308,Sample,Hexachlorobenzene,1.32,Y,NA,ng/g,0.455,0.0748,WG87327,NA,118-74-1,NA,NA,17-Nov-21,CTABD02,NA
NA,L40006-73,NA,NA,NA,NA,20231201,2308,Sample,"HCH, alpha",NA,N,U,ng/g,0.911,0.135,WG87327,NA,319-84-6,NA,NA,17-Nov-21,CTABD02,NA
NA,L40006-73,NA,NA,NA,NA,20231201,2308,Sample,"HCH, beta",NA,N,U,ng/g,0.909,0.359,WG87327,NA,319-85-7,NA,NA,17-Nov-21,CTABD02,NA
NA,L40006-73,NA,NA,NA,NA,20231201,2308,Sample,"HCH, gamma",NA,N,U,ng/g,0.909,0.229,WG87327,NA,58-89-9,NA,NA,17-Nov-21,CTABD02,NA
NA,L40006-73,NA,NA,NA,NA,20231201,2308,Sample,Heptachlor,NA,N,U,ng/g,0.455,0.17,WG87327,NA,76-44-8,NA,NA,17-Nov-21,CTABD02,NA
NA,L40006-73,NA,NA,NA,NA,20231201,2308,Sample,Aldrin,NA,N,U,ng/g,1.18,0.192,WG87327,NA,309-00-2,NA,NA,17-Nov-21,CTABD02,NA
NA,L40006-73,NA,NA,NA,NA,20231201,2308,Sample,"Chlordane, gamma (trans)",NA,N,U,ng/g,0.911,0.12,WG87327,NA,5103-74-2,NA,NA,17-Nov-21,CTABD02,NA
NA,L40006-73,NA,NA,NA,NA,20231201,2308,Sample,"Chlordane, alpha (cis)",0.238,Y,J,ng/g,0.913,0.129,WG87327,NA,5103-71-9,NA,NA,17-Nov-21,CTABD02,NA
NA,L40006-73,NA,NA,NA,NA,20231201,2308,Sample,"Chlordane, oxy-",0.762,Y,J,ng/g,0.922,0.287,WG87327,NA,27304-13-8,NA,NA,17-Nov-21,CTABD02,NA
NA,L40006-73,NA,NA,NA,NA,20231201,2308,Sample,"Nonachlor, trans-",1.32,Y,NA,ng/g,0.912,0.0336,WG87327,NA,39765-80-5,NA,NA,17-Nov-21,CTABD02,NA
NA,L40006-73,NA,NA,NA,NA,20231201,2308,Sample,"Nonachlor, cis-",0.454,Y,J,ng/g,0.91,0.0348,WG87327,NA,5103-73-1,NA,NA,17-Nov-21,CTABD02,NA
NA,L40006-73,NA,NA,NA,NA,20231201,2308,Sample,Mirex,NA,N,U,ng/g,0.461,0.119,WG87327,NA,2385-85-5,NA,NA,17-Nov-21,CTABD02,NA
NA,L40006-73,NA,NA,NA,NA,20231201,2308,Sample,"2,4'-DDE",NA,N,U,ng/g,0.46,0.025,WG87327,NA,3424-82-6,NA,NA,17-Nov-21,CTABD02,NA
NA,L40006-73,NA,NA,NA,NA,20231201,2308,Sample,"4,4'-DDE",5.27,Y,NA,ng/g,0.558,0.0336,WG87327,NA,72-55-9,NA,NA,17-Nov-21,CTABD02,NA
NA,L40006-73,NA,NA,NA,NA,20231201,2308,Sample,"2,4'-DDD",NA,N,U,ng/g,0.454,0.0518,WG87327,NA,53-19-0,NA,NA,17-Nov-21,CTABD02,NA
NA,L40006-73,NA,NA,NA,NA,20231201,2308,Sample,"4,4'-DDD",0.862,Y,NA,ng/g,0.552,0.0414,WG87327,NA,72-54-8,NA,NA,17-Nov-21,CTABD02,NA
NA,L40006-73,NA,NA,NA,NA,20231201,2308,Sample,"2,4'-DDT",NA,N,U,ng/g,0.459,0.0424,WG87327,NA,789-02-6,NA,NA,17-Nov-21,CTABD02,NA
NA,L40006-73,NA,NA,NA,NA,20231201,2308,Sample,"4,4'-DDT",0.578,Y,NA,ng/g,0.46,0.0475,WG87327,NA,50-29-3,NA,NA,17-Nov-21,CTABD02,NA
NA,L40006-73,NA,NA,NA,NA,20231120,800,Sample,% Moisture,71.4,Y,NA,%,NA,NA,WG87327,NA,NA,NA,NA,17-Nov-21,CTABD02,NA
NA,L40006-73,NA,NA,NA,NA,20231120,800,Sample,% Lipid,9.97,Y,NA,%,NA,NA,WG87327,NA,NA,NA,NA,17-Nov-21,CTABD02,NA
NA,L40006-74,NA,NA,NA,NA,20231204,955,Sample,Hexachlorobenzene,NA,N,U,ng/g,0.446,0.0774,WG87327,NA,118-74-1,NA,NA,N/A,CTABD03,NA
NA,L40006-74,NA,NA,NA,NA,20231204,955,Sample,"HCH, alpha",NA,N,U,ng/g,0.892,0.108,WG87327,NA,319-84-6,NA,NA,N/A,CTABD03,NA
NA,L40006-74,NA,NA,NA,NA,20231204,955,Sample,"HCH, beta",NA,N,U,ng/g,0.891,0.185,WG87327,NA,319-85-7,NA,NA,N/A,CTABD03,NA
NA,L40006-74,NA,NA,NA,NA,20231204,955,Sample,"HCH, gamma",NA,N,U,ng/g,0.891,0.177,WG87327,NA,58-89-9,NA,NA,N/A,CTABD03,NA
NA,L40006-74,NA,NA,NA,NA,20231204,955,Sample,Heptachlor,NA,N,U,ng/g,0.445,0.0918,WG87327,NA,76-44-8,NA,NA,N/A,CTABD03,NA
NA,L40006-74,NA,NA,NA,NA,20231204,955,Sample,Aldrin,NA,N,U,ng/g,1.16,0.124,WG87327,NA,309-00-2,NA,NA,N/A,CTABD03,NA
NA,L40006-74,NA,NA,NA,NA,20231204,955,Sample,"Chlordane, gamma (trans)",NA,N,U,ng/g,0.892,0.0745,WG87327,NA,5103-74-2,NA,NA,N/A,CTABD03,NA
NA,L40006-74,NA,NA,NA,NA,20231204,955,Sample,"Chlordane, alpha (cis)",NA,N,U,ng/g,0.895,0.0799,WG87327,NA,5103-71-9,NA,NA,N/A,CTABD03,NA
NA,L40006-74,NA,NA,NA,NA,20231204,955,Sample,"Chlordane, oxy-",NA,N,U,ng/g,0.903,0.234,WG87327,NA,27304-13-8,NA,NA,N/A,CTABD03,NA
NA,L40006-74,NA,NA,NA,NA,20231204,955,Sample,"Nonachlor, trans-",0.043,Y,K J,ng/g,0.893,0.0319,WG87327,NA,39765-80-5,NA,NA,N/A,CTABD03,NA
NA,L40006-74,NA,NA,NA,NA,20231204,955,Sample,"Nonachlor, cis-",NA,N,U,ng/g,0.892,0.033,WG87327,NA,5103-73-1,NA,NA,N/A,CTABD03,NA
NA,L40006-74,NA,NA,NA,NA,20231204,955,Sample,Mirex,0.184,Y,K J,ng/g,0.452,0.0726,WG87327,NA,2385-85-5,NA,NA,N/A,CTABD03,NA
NA,L40006-74,NA,NA,NA,NA,20231204,955,Sample,"2,4'-DDE",NA,N,U,ng/g,0.451,0.0168,WG87327,NA,3424-82-6,NA,NA,N/A,CTABD03,NA
NA,L40006-74,NA,NA,NA,NA,20231204,955,Sample,"4,4'-DDE",9.7,Y,NA,ng/g,0.547,0.0226,WG87327,NA,72-55-9,NA,NA,N/A,CTABD03,NA
NA,L40006-74,NA,NA,NA,NA,20231204,955,Sample,"2,4'-DDD",NA,N,U,ng/g,0.445,0.0229,WG87327,NA,53-19-0,NA,NA,N/A,CTABD03,NA
NA,L40006-74,NA,NA,NA,NA,20231204,955,Sample,"4,4'-DDD",NA,N,U,ng/g,0.541,0.0317,WG87327,NA,72-54-8,NA,NA,N/A,CTABD03,NA
NA,L40006-74,NA,NA,NA,NA,20231204,955,Sample,"2,4'-DDT",NA,N,U,ng/g,0.45,0.0324,WG87327,NA,789-02-6,NA,NA,N/A,CTABD03,NA
NA,L40006-74,NA,NA,NA,NA,20231204,955,Sample,"4,4'-DDT",NA,N,U,ng/g,0.451,0.0364,WG87327,NA,50-29-3,NA,NA,N/A,CTABD03,NA
NA,L40006-74,NA,NA,NA,NA,20231120,800,Sample,% Moisture,75.7,Y,NA,%,NA,NA,WG87327,NA,NA,NA,NA,N/A,CTABD03,NA
NA,L40006-74,NA,NA,NA,NA,20231120,800,Sample,% Lipid,4.25,Y,NA,%,NA,NA,WG87327,NA,NA,NA,NA,N/A,CTABD03,NA
NA,L40006-75,NA,NA,NA,NA,20231204,1049,Sample,Hexachlorobenzene,0.632,Y,NA,ng/g,0.447,0.0501,WG87327,NA,118-74-1,NA,NA,18-Nov-21,CTAGWT1,NA
NA,L40006-75,NA,NA,NA,NA,20231204,1049,Sample,"HCH, alpha",NA,N,U,ng/g,0.894,0.107,WG87327,NA,319-84-6,NA,NA,18-Nov-21,CTAGWT1,NA
NA,L40006-75,NA,NA,NA,NA,20231204,1049,Sample,"HCH, beta",NA,N,U,ng/g,0.893,0.257,WG87327,NA,319-85-7,NA,NA,18-Nov-21,CTAGWT1,NA
NA,L40006-75,NA,NA,NA,NA,20231204,1049,Sample,"HCH, gamma",0.233,Y,K J,ng/g,0.893,0.15,WG87327,NA,58-89-9,NA,NA,18-Nov-21,CTAGWT1,NA
NA,L40006-75,NA,NA,NA,NA,20231204,1049,Sample,Heptachlor,NA,N,U,ng/g,0.446,0.179,WG87327,NA,76-44-8,NA,NA,18-Nov-21,CTAGWT1,NA
NA,L40006-75,NA,NA,NA,NA,20231204,1049,Sample,Aldrin,NA,N,U,ng/g,1.16,0.12,WG87327,NA,309-00-2,NA,NA,18-Nov-21,CTAGWT1,NA
NA,L40006-75,NA,NA,NA,NA,20231204,1049,Sample,"Chlordane, gamma (trans)",NA,N,U,ng/g,0.894,0.107,WG87327,NA,5103-74-2,NA,NA,18-Nov-21,CTAGWT1,NA
NA,L40006-75,NA,NA,NA,NA,20231204,1049,Sample,"Chlordane, alpha (cis)",NA,N,U,ng/g,0.897,0.115,WG87327,NA,5103-71-9,NA,NA,18-Nov-21,CTAGWT1,NA
NA,L40006-75,NA,NA,NA,NA,20231204,1049,Sample,"Chlordane, oxy-",NA,N,U,ng/g,0.905,0.382,WG87327,NA,27304-13-8,NA,NA,18-Nov-21,CTAGWT1,NA
NA,L40006-75,NA,NA,NA,NA,20231204,1049,Sample,"Nonachlor, trans-",0.424,Y,J,ng/g,0.895,0.0363,WG87327,NA,39765-80-5,NA,NA,18-Nov-21,CTAGWT1,NA
NA,L40006-75,NA,NA,NA,NA,20231204,1049,Sample,"Nonachlor, cis-",0.049,Y,K J,ng/g,0.893,0.0376,WG87327,NA,5103-73-1,NA,NA,18-Nov-21,CTAGWT1,NA
NA,L40006-75,NA,NA,NA,NA,20231204,1049,Sample,Mirex,NA,N,U,ng/g,0.452,0.0971,WG87327,NA,2385-85-5,NA,NA,18-Nov-21,CTAGWT1,NA
NA,L40006-75,NA,NA,NA,NA,20231204,1049,Sample,"2,4'-DDE",NA,N,U,ng/g,0.451,0.0222,WG87327,NA,3424-82-6,NA,NA,18-Nov-21,CTAGWT1,NA
NA,L40006-75,NA,NA,NA,NA,20231204,1049,Sample,"4,4'-DDE",5.16,Y,NA,ng/g,0.548,0.0299,WG87327,NA,72-55-9,NA,NA,18-Nov-21,CTAGWT1,NA
NA,L40006-75,NA,NA,NA,NA,20231204,1049,Sample,"2,4'-DDD",NA,N,U,ng/g,0.445,0.0503,WG87327,NA,53-19-0,NA,NA,18-Nov-21,CTAGWT1,NA
NA,L40006-75,NA,NA,NA,NA,20231204,1049,Sample,"4,4'-DDD",NA,N,U,ng/g,0.542,0.0641,WG87327,NA,72-54-8,NA,NA,18-Nov-21,CTAGWT1,NA
NA,L40006-75,NA,NA,NA,NA,20231204,1049,Sample,"2,4'-DDT",NA,N,U,ng/g,0.451,0.0657,WG87327,NA,789-02-6,NA,NA,18-Nov-21,CTAGWT1,NA
NA,L40006-75,NA,NA,NA,NA,20231204,1049,Sample,"4,4'-DDT",NA,N,U,ng/g,0.451,0.0737,WG87327,NA,50-29-3,NA,NA,18-Nov-21,CTAGWT1,NA
NA,L40006-75,NA,NA,NA,NA,20231120,800,Sample,% Moisture,65.5,Y,NA,%,NA,NA,WG87327,NA,NA,NA,NA,18-Nov-21,CTAGWT1,NA
NA,L40006-75,NA,NA,NA,NA,20231120,800,Sample,% Lipid,14.4,Y,NA,%,NA,NA,WG87327,NA,NA,NA,NA,18-Nov-21,CTAGWT1,NA
NA,L40006-78  (A),NA,NA,NA,NA,20231204,1144,Sample,Hexachlorobenzene,0.143,Y,J,ng/g,0.46,0.047,WG87327,NA,118-74-1,NA,NA,11-Oct-21,CTCAG01,NA
NA,L40006-78  (A),NA,NA,NA,NA,20231204,1144,Sample,"HCH, alpha",NA,N,U,ng/g,0.921,0.113,WG87327,NA,319-84-6,NA,NA,11-Oct-21,CTCAG01,NA
NA,L40006-78  (A),NA,NA,NA,NA,20231204,1144,Sample,"HCH, beta",NA,N,U,ng/g,0.919,0.224,WG87327,NA,319-85-7,NA,NA,11-Oct-21,CTCAG01,NA
NA,L40006-78  (A),NA,NA,NA,NA,20231204,1144,Sample,"HCH, gamma",NA,N,U,ng/g,0.919,0.308,WG87327,NA,58-89-9,NA,NA,11-Oct-21,CTCAG01,NA
NA,L40006-78  (A),NA,NA,NA,NA,20231204,1144,Sample,Heptachlor,NA,N,U,ng/g,0.46,0.152,WG87327,NA,76-44-8,NA,NA,11-Oct-21,CTCAG01,NA
NA,L40006-78  (A),NA,NA,NA,NA,20231204,1144,Sample,Aldrin,NA,N,U,ng/g,1.2,0.142,WG87327,NA,309-00-2,NA,NA,11-Oct-21,CTCAG01,NA
NA,L40006-78  (A),NA,NA,NA,NA,20231204,1144,Sample,"Chlordane, gamma (trans)",NA,N,U,ng/g,0.921,0.114,WG87327,NA,5103-74-2,NA,NA,11-Oct-21,CTCAG01,NA
NA,L40006-78  (A),NA,NA,NA,NA,20231204,1144,Sample,"Chlordane, alpha (cis)",NA,N,U,ng/g,0.923,0.122,WG87327,NA,5103-71-9,NA,NA,11-Oct-21,CTCAG01,NA
NA,L40006-78  (A),NA,NA,NA,NA,20231204,1144,Sample,"Chlordane, oxy-",NA,N,U,ng/g,0.932,0.377,WG87327,NA,27304-13-8,NA,NA,11-Oct-21,CTCAG01,NA
NA,L40006-78  (A),NA,NA,NA,NA,20231204,1144,Sample,"Nonachlor, trans-",0.636,Y,J,ng/g,0.922,0.0263,WG87327,NA,39765-80-5,NA,NA,11-Oct-21,CTCAG01,NA
NA,L40006-78  (A),NA,NA,NA,NA,20231204,1144,Sample,"Nonachlor, cis-",0.394,Y,J,ng/g,0.92,0.0273,WG87327,NA,5103-73-1,NA,NA,11-Oct-21,CTCAG01,NA
NA,L40006-78  (A),NA,NA,NA,NA,20231204,1144,Sample,Mirex,NA,N,U,ng/g,0.466,0.0767,WG87327,NA,2385-85-5,NA,NA,11-Oct-21,CTCAG01,NA
NA,L40006-78  (A),NA,NA,NA,NA,20231204,1144,Sample,"2,4'-DDE",NA,N,U,ng/g,0.465,0.0228,WG87327,NA,3424-82-6,NA,NA,11-Oct-21,CTCAG01,NA
NA,L40006-78  (A),NA,NA,NA,NA,20231204,1144,Sample,"4,4'-DDE",36.6,Y,NA,ng/g,0.564,0.0307,WG87327,NA,72-55-9,NA,NA,11-Oct-21,CTCAG01,NA
NA,L40006-78  (A),NA,NA,NA,NA,20231204,1144,Sample,"2,4'-DDD",NA,N,U,ng/g,0.459,0.0288,WG87327,NA,53-19-0,NA,NA,11-Oct-21,CTCAG01,NA
NA,L40006-78  (A),NA,NA,NA,NA,20231204,1144,Sample,"4,4'-DDD",8.87,Y,NA,ng/g,0.558,0.0629,WG87327,NA,72-54-8,NA,NA,11-Oct-21,CTCAG01,NA
NA,L40006-78  (A),NA,NA,NA,NA,20231204,1144,Sample,"2,4'-DDT",NA,N,U,ng/g,0.464,0.0644,WG87327,NA,789-02-6,NA,NA,11-Oct-21,CTCAG01,NA
NA,L40006-78  (A),NA,NA,NA,NA,20231204,1144,Sample,"4,4'-DDT",9.29,Y,NA,ng/g,0.465,0.0722,WG87327,NA,50-29-3,NA,NA,11-Oct-21,CTCAG01,NA
NA,L40006-78  (A),NA,NA,NA,NA,20231120,800,Sample,% Moisture,71.5,Y,NA,%,NA,NA,WG87327,NA,NA,NA,NA,11-Oct-21,CTCAG01,NA
NA,L40006-78  (A),NA,NA,NA,NA,20231120,800,Sample,% Lipid,11.6,Y,NA,%,NA,NA,WG87327,NA,NA,NA,NA,11-Oct-21,CTCAG01,NA
NA,WG87327-103  (DUP L40006-78),NA,NA,NA,NA,20231204,1239,DUP,Hexachlorobenzene,0.129,Y,K J,ng/g,0.439,0.043,WG87327,NA,118-74-1,NA,NA,11-Oct-21,CTCAG01 (Duplicate),NA
NA,WG87327-103  (DUP L40006-78),NA,NA,NA,NA,20231204,1239,DUP,"HCH, alpha",NA,N,U,ng/g,0.879,0.129,WG87327,NA,319-84-6,NA,NA,11-Oct-21,CTCAG01 (Duplicate),NA
NA,WG87327-103  (DUP L40006-78),NA,NA,NA,NA,20231204,1239,DUP,"HCH, beta",NA,N,U,ng/g,0.877,0.254,WG87327,NA,319-85-7,NA,NA,11-Oct-21,CTCAG01 (Duplicate),NA
NA,WG87327-103  (DUP L40006-78),NA,NA,NA,NA,20231204,1239,DUP,"HCH, gamma",0.198,Y,J,ng/g,0.877,0.144,WG87327,NA,58-89-9,NA,NA,11-Oct-21,CTCAG01 (Duplicate),NA
NA,WG87327-103  (DUP L40006-78),NA,NA,NA,NA,20231204,1239,DUP,Heptachlor,NA,N,U,ng/g,0.439,0.118,WG87327,NA,76-44-8,NA,NA,11-Oct-21,CTCAG01 (Duplicate),NA
NA,WG87327-103  (DUP L40006-78),NA,NA,NA,NA,20231204,1239,DUP,Aldrin,NA,N,U,ng/g,1.14,0.163,WG87327,NA,309-00-2,NA,NA,11-Oct-21,CTCAG01 (Duplicate),NA
NA,WG87327-103  (DUP L40006-78),NA,NA,NA,NA,20231204,1239,DUP,"Chlordane, gamma (trans)",NA,N,U,ng/g,0.879,0.101,WG87327,NA,5103-74-2,NA,NA,11-Oct-21,CTCAG01 (Duplicate),NA
NA,WG87327-103  (DUP L40006-78),NA,NA,NA,NA,20231204,1239,DUP,"Chlordane, alpha (cis)",NA,N,U,ng/g,0.881,0.108,WG87327,NA,5103-71-9,NA,NA,11-Oct-21,CTCAG01 (Duplicate),NA
NA,WG87327-103  (DUP L40006-78),NA,NA,NA,NA,20231204,1239,DUP,"Chlordane, oxy-",0.365,Y,K J,ng/g,0.889,0.27,WG87327,NA,27304-13-8,NA,NA,11-Oct-21,CTCAG01 (Duplicate),NA
NA,WG87327-103  (DUP L40006-78),NA,NA,NA,NA,20231204,1239,DUP,"Nonachlor, trans-",0.621,Y,J,ng/g,0.88,0.0352,WG87327,NA,39765-80-5,NA,NA,11-Oct-21,CTCAG01 (Duplicate),NA
NA,WG87327-103  (DUP L40006-78),NA,NA,NA,NA,20231204,1239,DUP,"Nonachlor, cis-",0.369,Y,J,ng/g,0.878,0.0365,WG87327,NA,5103-73-1,NA,NA,11-Oct-21,CTCAG01 (Duplicate),NA
NA,WG87327-103  (DUP L40006-78),NA,NA,NA,NA,20231204,1239,DUP,Mirex,NA,N,U,ng/g,0.445,0.139,WG87327,NA,2385-85-5,NA,NA,11-Oct-21,CTCAG01 (Duplicate),NA
NA,WG87327-103  (DUP L40006-78),NA,NA,NA,NA,20231204,1239,DUP,"2,4'-DDE",NA,N,U,ng/g,0.444,0.0384,WG87327,NA,3424-82-6,NA,NA,11-Oct-21,CTCAG01 (Duplicate),NA
NA,WG87327-103  (DUP L40006-78),NA,NA,NA,NA,20231204,1239,DUP,"4,4'-DDE",37.8,Y,NA,ng/g,0.538,0.0518,WG87327,NA,72-55-9,NA,NA,11-Oct-21,CTCAG01 (Duplicate),NA
NA,WG87327-103  (DUP L40006-78),NA,NA,NA,NA,20231204,1239,DUP,"2,4'-DDD",NA,N,U,ng/g,0.438,0.0218,WG87327,NA,53-19-0,NA,NA,11-Oct-21,CTCAG01 (Duplicate),NA
NA,WG87327-103  (DUP L40006-78),NA,NA,NA,NA,20231204,1239,DUP,"4,4'-DDD",10.6,Y,NA,ng/g,0.533,0.0795,WG87327,NA,72-54-8,NA,NA,11-Oct-21,CTCAG01 (Duplicate),NA
NA,WG87327-103  (DUP L40006-78),NA,NA,NA,NA,20231204,1239,DUP,"2,4'-DDT",NA,N,U,ng/g,0.443,0.0814,WG87327,NA,789-02-6,NA,NA,11-Oct-21,CTCAG01 (Duplicate),NA
NA,WG87327-103  (DUP L40006-78),NA,NA,NA,NA,20231204,1239,DUP,"4,4'-DDT",7.35,Y,NA,ng/g,0.444,0.0913,WG87327,NA,50-29-3,NA,NA,11-Oct-21,CTCAG01 (Duplicate),NA
NA,WG87327-103  (DUP L40006-78),NA,NA,NA,NA,20231120,800,DUP,% Moisture,70,Y,NA,%,NA,NA,WG87327,NA,NA,NA,NA,11-Oct-21,CTCAG01 (Duplicate),NA
